Name,Speed,Module,First Word Latency,CAS Latency,Price Per GB,Color,Rating,Review Count,Price_2018_01,Price_2018_02,Price_2018_03,Price_2018_04,Price_2018_05,Price_2018_06,Price_2018_07,Price_2018_08,Price_2018_09,Price_2018_10,Price_2018_11,Price_2018_12,Price_2019_01,Price_2019_02,Price_2019_03,Price_2019_04,Price_2019_05,Price_2019_06,Price_2019_07,Price_2019_08,Price_2019_09,Price_2019_10,Price_2019_11,Price_2019_12,Price_2020_01,Price_2020_02,Price_2020_03,Price_2020_04,Price_2020_05,Price_2020_06,Price_2020_07,Price_2020_08,Price_2020_09,Price_2020_10,Price_2020_11,Price_2020_12,Price_2021_01,Price_2021_02,Price_2021_03,Price_2021_04,Price_2021_05,Price_2021_06,Price_2021_07,Price_2021_08,Price_2021_09,Price_2021_10,Price_2021_11,Price_2021_12,Price_2022_01,Price_2022_02,Price_2022_03,Price_2022_04,Price_2022_05,Price_2022_06,Price_2022_07,Price_2022_08,Price_2022_09,Price_2022_10,Price_2022_11,Price_2022_12,Price_2023_01,Price_2023_02,Price_2023_03,Price_2023_04,Price_2023_05,Price_2023_06,Price_2023_07,Price_2023_08,Price_2023_09,Price_2023_10,Price_2023_11,Price_2023_12,Price_2024_01,Price_2024_02,Price_2024_03,Price_2024_04,Price_2024_05,Price_2024_06,Price_2024_07,Price_2024_08,Price_2024_09,Price_2024_10,Price_2024_11,Price_2024_12,Price_2025_01,Price_2025_02,Price_2025_03,Price_2025_04,Price_2025_05,Price_2025_06,Price_2025_07,Price_2025_08,Price_2025_09,Price_2025_10,Price_2025_11,Price_2025_12,Price_2026_01,Price_2026_02,Price_Current_2026_2_18
G.Skill F4-3200C16Q2-128GTZKY 128 GB,DDR4-3200,8 x 16GB,10 ns,16,$8.23,Black / Yellow,0.0,0,"$1,483.95","$1,492.73","$1,501.51","$1,510.29","$1,519.07","$1,527.85","$1,536.63","$1,545.41","$1,554.19","$1,562.97","$1,571.75","$1,580.54","$1,317.11","$1,264.43","$1,211.74","$1,159.06","$1,106.37","$1,053.69","$1,001.01",$948.32,$895.64,$842.95,$790.27,$737.58,$640.99,$649.78,$658.56,$667.34,$676.12,$684.90,$693.68,$702.46,$711.24,$720.02,$728.80,$737.58,$755.14,$772.71,$790.27,$807.83,$825.39,$842.95,$860.51,$878.07,$895.64,$913.20,$930.76,$948.32,$921.98,$895.64,$869.29,$842.95,$816.61,$790.27,$763.93,$737.58,$711.24,$684.90,$658.56,$632.21,$614.65,$597.09,$579.53,$561.97,$544.41,$526.85,$509.28,$491.72,$474.16,$456.60,$439.04,$421.48,$430.26,$439.04,$447.82,$456.60,$465.38,$474.16,$482.94,$491.72,$500.50,$509.28,$518.06,$526.85,$544.41,$561.97,$579.53,$597.09,$614.65,$895.64,$921.98,$948.32,$974.66,$442.55,$716.51,"$1,053.69","$1,538.39","$1,685.90","$1,527.85"
Corsair Dominator Titanium 32 GB,DDR5-7000,2 x 16GB,9.714 ns,34,$15.91,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,272.47","$1,272.47","$1,230.06","$1,187.64","$1,145.23","$1,102.81","$1,060.40","$1,017.98",$975.56,$933.15,$890.73,$848.32,$805.90,$763.49,$733.79,$704.10,$674.41,$644.72,$615.03,$585.34,$555.65,$525.96,$496.27,$466.57,$436.88,$407.19,$394.47,$381.74,$369.02,$356.29,$343.57,$330.84,$318.12,$305.39,$292.67,$279.94,$267.22,$254.50,$262.98,$271.46,$279.94,$288.43,$296.91,$432.64,$445.37,$458.09,$470.82,$213.78,$346.11,$508.99,$646.42,$605.70,$605.70
Corsair Vengeance RGB 64 GB,DDR5-6600,4 x 16GB,9.697 ns,32,$14.31,Black / Gray,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,289.97","$2,289.97","$2,213.64","$2,137.31","$2,060.98","$1,984.64","$1,908.31","$1,831.98","$1,755.65","$1,679.32","$1,602.98","$1,526.65","$1,450.32","$1,373.99","$1,320.55","$1,267.12","$1,213.69","$1,160.25","$1,106.82","$1,053.39",$999.96,$946.52,$893.09,$839.66,$786.22,$732.79,$709.89,$686.99,$664.09,$641.19,$618.29,$595.39,$572.49,$549.59,$526.69,$503.79,$480.89,$458.00,$473.26,$488.53,$503.79,$519.06,$534.33,$778.59,$801.49,$824.39,$847.29,$384.72,$622.87,$915.99,"$1,163.31","$1,090.03","$1,090.03"
G.Skill Trident Z5 Royal 48 GB,DDR5-8400,2 x 24GB,9.524 ns,40,$13.54,Gold,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,624.97","$1,624.97","$1,570.81","$1,516.64","$1,462.48","$1,408.31","$1,354.15","$1,299.98","$1,245.81","$1,191.65","$1,137.48","$1,083.32","$1,029.15",$974.99,$937.07,$899.15,$861.24,$823.32,$785.40,$747.49,$709.57,$671.66,$633.74,$595.82,$557.91,$519.99,$503.74,$487.49,$471.24,$454.99,$438.74,$422.49,$406.24,$389.99,$373.74,$357.49,$341.24,$325.00,$335.83,$346.66,$357.49,$368.33,$379.16,$552.49,$568.74,$584.99,$601.24,$273.00,$441.99,$649.99,$825.49,$773.49,$773.49
TEAMGROUP T-Create Classic 16 GB,DDR4-3200,2 x 8GB,13.75 ns,22,$6.69,Silver,4.0,4,$150.68,$151.57,$152.46,$153.35,$154.24,$155.14,$156.03,$156.92,$157.81,$158.70,$159.59,$160.48,$133.74,$128.39,$123.04,$117.69,$112.34,$106.99,$101.64,$96.29,$90.94,$85.59,$80.24,$74.89,$65.09,$65.98,$66.87,$67.76,$68.65,$69.54,$70.44,$71.33,$72.22,$73.11,$74.00,$74.89,$76.68,$78.46,$80.24,$82.03,$83.81,$85.59,$87.38,$89.16,$90.94,$92.72,$94.51,$96.29,$93.62,$90.94,$88.27,$85.59,$82.92,$80.24,$77.57,$74.89,$72.22,$69.54,$66.87,$64.19,$62.41,$60.63,$58.84,$57.06,$55.28,$53.49,$51.71,$49.93,$48.15,$46.36,$44.58,$42.80,$43.69,$44.58,$45.47,$46.36,$47.25,$48.15,$49.04,$49.93,$50.82,$51.71,$52.60,$53.49,$55.28,$57.06,$58.84,$60.63,$62.41,$90.94,$93.62,$96.29,$98.97,$44.94,$72.75,$106.99,$156.21,$171.18,$155.14
Silicon Power XPOWER Storm RGB 32 GB,DDR5-6000,2 x 16GB,12 ns,36,$12.94,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,034.93","$1,034.93","$1,000.43",$965.93,$931.43,$896.93,$862.44,$827.94,$793.44,$758.95,$724.45,$689.95,$655.45,$620.96,$596.81,$572.66,$548.51,$524.36,$500.21,$476.07,$451.92,$427.77,$403.62,$379.47,$355.32,$331.18,$320.83,$310.48,$300.13,$289.78,$279.43,$269.08,$258.73,$248.38,$238.03,$227.68,$217.33,$206.99,$213.88,$220.78,$227.68,$234.58,$241.48,$351.87,$362.22,$372.57,$382.92,$173.87,$281.50,$413.97,$525.74,$492.62,$492.62
Corsair Vengeance RGB Pro 16 GB,DDR4-3000,2 x 8GB,10 ns,15,$7.50,Black,4.5,17,$168.99,$169.99,$170.99,$171.99,$172.99,$173.99,$174.99,$175.99,$176.99,$177.99,$178.99,$179.98,$149.99,$143.99,$137.99,$131.99,$125.99,$119.99,$113.99,$107.99,$101.99,$95.99,$89.99,$83.99,$72.99,$73.99,$74.99,$75.99,$76.99,$77.99,$78.99,$79.99,$80.99,$81.99,$82.99,$83.99,$85.99,$87.99,$89.99,$91.99,$93.99,$95.99,$97.99,$99.99,$101.99,$103.99,$105.99,$107.99,$104.99,$101.99,$98.99,$95.99,$92.99,$89.99,$86.99,$83.99,$80.99,$77.99,$74.99,$71.99,$69.99,$67.99,$65.99,$63.99,$61.99,$59.99,$58.00,$56.00,$54.00,$52.00,$50.00,$48.00,$49.00,$50.00,$51.00,$52.00,$53.00,$54.00,$55.00,$56.00,$57.00,$58.00,$59.00,$59.99,$61.99,$63.99,$65.99,$67.99,$69.99,$101.99,$104.99,$107.99,$110.99,$50.40,$81.59,$119.99,$175.19,$191.98,$173.99
Corsair Vengeance RGB 32 GB,DDR5-6600,2 x 16GB,11.515 ns,38,$12.94,Black,5.0,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,034.97","$1,034.97","$1,000.48",$965.98,$931.48,$896.98,$862.48,$827.98,$793.48,$758.98,$724.48,$689.98,$655.48,$620.99,$596.84,$572.69,$548.54,$524.39,$500.24,$476.09,$451.94,$427.79,$403.64,$379.49,$355.34,$331.19,$320.84,$310.49,$300.14,$289.79,$279.44,$269.09,$258.74,$248.39,$238.04,$227.69,$217.34,$207.00,$213.89,$220.79,$227.69,$234.59,$241.49,$351.89,$362.24,$372.59,$382.94,$173.88,$281.51,$413.99,$525.77,$492.65,$439.99
G.Skill Ripjaws V 8 GB,DDR4-2666,1 x 8GB,14.254 ns,19,$7.50,Red / Black,0.0,0,$84.49,$84.99,$85.49,$85.99,$86.49,$86.99,$87.49,$87.99,$88.49,$88.99,$89.49,$89.98,$74.99,$71.99,$68.99,$65.99,$62.99,$59.99,$56.99,$53.99,$50.99,$47.99,$44.99,$41.99,$36.49,$36.99,$37.49,$37.99,$38.49,$38.99,$39.49,$39.99,$40.49,$40.99,$41.49,$41.99,$42.99,$43.99,$44.99,$45.99,$46.99,$47.99,$48.99,$49.99,$50.99,$51.99,$52.99,$53.99,$52.49,$50.99,$49.49,$47.99,$46.49,$44.99,$43.49,$41.99,$40.49,$38.99,$37.49,$35.99,$34.99,$33.99,$32.99,$31.99,$30.99,$30.00,$29.00,$28.00,$27.00,$26.00,$25.00,$24.00,$24.50,$25.00,$25.50,$26.00,$26.50,$27.00,$27.50,$28.00,$28.50,$29.00,$29.50,$30.00,$30.99,$31.99,$32.99,$33.99,$34.99,$50.99,$52.49,$53.99,$55.49,$25.20,$40.79,$59.99,$87.59,$95.98,$86.99
G.Skill Trident Z5 RGB 32 GB,DDR5-6000,2 x 16GB,10 ns,30,$14.06,White / Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,124.97","$1,124.97","$1,087.48","$1,049.98","$1,012.48",$974.98,$937.48,$899.98,$862.48,$824.98,$787.48,$749.98,$712.48,$674.99,$648.74,$622.49,$596.24,$569.99,$543.74,$517.49,$491.24,$464.99,$438.74,$412.49,$386.24,$359.99,$348.74,$337.49,$326.24,$314.99,$303.74,$292.49,$281.24,$269.99,$258.74,$247.49,$236.24,$225.00,$232.49,$239.99,$247.49,$254.99,$262.49,$382.49,$393.74,$404.99,$416.24,$189.00,$305.99,$449.99,$571.49,$535.49,$535.49
Corsair Vengeance RGB 64 GB,DDR5-6000,2 x 32GB,10 ns,30,$13.77,White / Gray,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,202.47","$2,202.47","$2,129.06","$2,055.64","$1,982.23","$1,908.81","$1,835.40","$1,761.98","$1,688.56","$1,615.15","$1,541.73","$1,468.32","$1,394.90","$1,321.49","$1,270.09","$1,218.70","$1,167.31","$1,115.92","$1,064.53","$1,013.14",$961.75,$910.36,$858.97,$807.57,$756.18,$704.79,$682.77,$660.74,$638.72,$616.69,$594.67,$572.64,$550.62,$528.59,$506.57,$484.54,$462.52,$440.50,$455.18,$469.86,$484.54,$499.23,$513.91,$748.84,$770.87,$792.89,$814.92,$370.02,$599.07,$880.99,"$1,118.86","$1,048.38","$1,048.38"
TEAMGROUP T-Force Vulcan Z 32 GB,DDR4-3200,2 x 16GB,10 ns,16,$5.63,Red,5.0,5,$253.49,$254.99,$256.49,$257.99,$259.49,$260.99,$262.49,$263.99,$265.49,$266.99,$268.49,$269.99,$224.99,$215.99,$206.99,$197.99,$188.99,$179.99,$170.99,$161.99,$152.99,$143.99,$134.99,$125.99,$109.49,$110.99,$112.49,$113.99,$115.49,$116.99,$118.49,$119.99,$121.49,$122.99,$124.49,$125.99,$128.99,$131.99,$134.99,$137.99,$140.99,$143.99,$146.99,$149.99,$152.99,$155.99,$158.99,$161.99,$157.49,$152.99,$148.49,$143.99,$139.49,$134.99,$130.49,$125.99,$121.49,$116.99,$112.49,$107.99,$104.99,$101.99,$98.99,$95.99,$92.99,$90.00,$87.00,$84.00,$81.00,$78.00,$75.00,$72.00,$73.50,$75.00,$76.50,$78.00,$79.50,$81.00,$82.50,$84.00,$85.50,$87.00,$88.50,$90.00,$92.99,$95.99,$98.99,$101.99,$104.99,$152.99,$157.49,$161.99,$166.49,$75.60,$122.39,$179.99,$262.79,$287.98,$260.99
Silicon Power XPOWER Zenith RGB Gaming 32 GB,DDR4-3600,2 x 16GB,10 ns,18,$7.34,Black,5.0,1,$330.92,$332.87,$334.83,$336.79,$338.75,$340.71,$342.66,$344.62,$346.58,$348.54,$350.50,$352.45,$293.71,$281.96,$270.22,$258.47,$246.72,$234.97,$223.22,$211.47,$199.72,$187.98,$176.23,$164.48,$142.94,$144.90,$146.86,$148.81,$150.77,$152.73,$154.69,$156.65,$158.60,$160.56,$162.52,$164.48,$168.40,$172.31,$176.23,$180.14,$184.06,$187.98,$191.89,$195.81,$199.72,$203.64,$207.56,$211.47,$205.60,$199.72,$193.85,$187.98,$182.10,$176.23,$170.35,$164.48,$158.60,$152.73,$146.86,$140.98,$137.07,$133.15,$129.23,$125.32,$121.40,$117.48,$113.57,$109.65,$105.74,$101.82,$97.90,$93.99,$95.95,$97.90,$99.86,$101.82,$103.78,$105.74,$107.69,$109.65,$111.61,$113.57,$115.53,$117.48,$121.40,$125.32,$129.23,$133.15,$137.07,$199.72,$205.60,$211.47,$217.35,$98.69,$159.78,$234.97,$343.06,$375.95,$340.71
Patriot Viper Venom 32 GB,DDR5-6000,1 x 32GB,10 ns,30,$19.21,Black / White,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,536.90","$1,536.90","$1,485.67","$1,434.44","$1,383.21","$1,331.98","$1,280.75","$1,229.52","$1,178.29","$1,127.06","$1,075.83","$1,024.60",$973.37,$922.14,$886.28,$850.42,$814.56,$778.70,$742.83,$706.97,$671.11,$635.25,$599.39,$563.53,$527.67,$491.81,$476.44,$461.07,$445.70,$430.33,$414.96,$399.59,$384.23,$368.86,$353.49,$338.12,$322.75,$307.38,$317.63,$327.87,$338.12,$348.36,$358.61,$522.55,$537.91,$553.28,$568.65,$258.20,$418.04,$614.76,$780.75,$731.56,$731.56
G.Skill Trident Z5 RGB 48 GB,DDR5-8200,2 x 24GB,9.756 ns,40,$11.46,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,374.97","$1,374.97","$1,329.14","$1,283.31","$1,237.48","$1,191.64","$1,145.81","$1,099.98","$1,054.15","$1,008.32",$962.48,$916.65,$870.82,$824.99,$792.90,$760.82,$728.74,$696.65,$664.57,$632.49,$600.41,$568.32,$536.24,$504.16,$472.07,$439.99,$426.24,$412.49,$398.74,$384.99,$371.24,$357.49,$343.74,$329.99,$316.24,$302.49,$288.74,$275.00,$284.16,$293.33,$302.49,$311.66,$320.83,$467.49,$481.24,$494.99,$508.74,$231.00,$373.99,$549.99,$698.49,$654.49,$654.49
Kingston KCP421ND8/16 16 GB,DDR4-2133,1 x 16GB,14.065 ns,15,$4.99,Green / Black,0.0,0,$112.37,$113.04,$113.70,$114.37,$115.03,$115.70,$116.36,$117.03,$117.69,$118.36,$119.02,$119.69,$99.74,$95.75,$91.76,$87.77,$83.78,$79.79,$75.80,$71.81,$67.82,$63.83,$59.84,$55.85,$48.54,$49.20,$49.87,$50.53,$51.20,$51.86,$52.53,$53.19,$53.86,$54.52,$55.19,$55.85,$57.18,$58.51,$59.84,$61.17,$62.50,$63.83,$65.16,$66.49,$67.82,$69.15,$70.48,$71.81,$69.82,$67.82,$65.83,$63.83,$61.84,$59.84,$57.85,$55.85,$53.86,$51.86,$49.87,$47.87,$46.54,$45.21,$43.88,$42.55,$41.22,$39.90,$38.57,$37.24,$35.91,$34.58,$33.25,$31.92,$32.58,$33.25,$33.91,$34.58,$35.24,$35.91,$36.57,$37.24,$37.90,$38.57,$39.23,$39.90,$41.22,$42.55,$43.88,$45.21,$46.54,$67.82,$69.82,$71.81,$73.81,$33.51,$54.26,$79.79,$116.49,$127.66,$115.70
Kingston FURY Renegade Pro 256 GB,DDR5-5600,8 x 32GB,12.857 ns,36,,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$9,499.97","$9,499.97","$9,183.31","$8,866.64","$8,549.98","$8,233.31","$7,916.65","$7,599.98","$7,283.31","$6,966.65","$6,649.98","$6,333.32","$6,016.65","$5,699.98","$5,478.32","$5,256.65","$5,034.99","$4,813.32","$4,591.65","$4,369.99","$4,148.32","$3,926.66","$3,704.99","$3,483.32","$3,261.66","$3,039.99","$2,944.99","$2,849.99","$2,754.99","$2,659.99","$2,564.99","$2,469.99","$2,374.99","$2,279.99","$2,184.99","$2,089.99","$1,994.99","$1,899.99","$1,963.33","$2,026.66","$2,089.99","$2,153.33","$2,216.66","$3,229.99","$3,324.99","$3,419.99","$3,514.99","$1,596.00","$2,583.99","$3,799.99","$4,825.99","$4,521.99","$4,521.99"
Kingston ValueRAM 8 GB,DDR4-2400,1 x 8GB,14.167 ns,17,$7.82,Green,4.0,3,$88.15,$88.67,$89.19,$89.71,$90.23,$90.76,$91.28,$91.80,$92.32,$92.84,$93.36,$93.89,$78.24,$75.11,$71.98,$68.85,$65.72,$62.59,$59.46,$56.33,$53.20,$50.07,$46.94,$43.81,$38.08,$38.60,$39.12,$39.64,$40.16,$40.68,$41.21,$41.73,$42.25,$42.77,$43.29,$43.81,$44.86,$45.90,$46.94,$47.99,$49.03,$50.07,$51.12,$52.16,$53.20,$54.24,$55.29,$56.33,$54.77,$53.20,$51.64,$50.07,$48.51,$46.94,$45.38,$43.81,$42.25,$40.68,$39.12,$37.55,$36.51,$35.47,$34.42,$33.38,$32.34,$31.30,$30.25,$29.21,$28.17,$27.12,$26.08,$25.04,$25.56,$26.08,$26.60,$27.12,$27.64,$28.17,$28.69,$29.21,$29.73,$30.25,$30.77,$31.30,$32.34,$33.38,$34.42,$35.47,$36.51,$53.20,$54.77,$56.33,$57.90,$26.29,$42.56,$62.59,$91.38,$100.14,$90.76
G.Skill Ripjaws 16 GB,DDR4-2400,2 x 8GB,13.333 ns,16,$6.87,Black,4.5,2,$154.90,$155.82,$156.74,$157.65,$158.57,$159.49,$160.40,$161.32,$162.24,$163.15,$164.07,$164.98,$137.49,$131.99,$126.49,$120.99,$115.49,$109.99,$104.49,$98.99,$93.49,$87.99,$82.49,$76.99,$66.91,$67.83,$68.74,$69.66,$70.58,$71.49,$72.41,$73.33,$74.24,$75.16,$76.08,$76.99,$78.83,$80.66,$82.49,$84.33,$86.16,$87.99,$89.83,$91.66,$93.49,$95.32,$97.16,$98.99,$96.24,$93.49,$90.74,$87.99,$85.24,$82.49,$79.74,$76.99,$74.24,$71.49,$68.74,$65.99,$64.16,$62.33,$60.49,$58.66,$56.83,$54.99,$53.16,$51.33,$49.50,$47.66,$45.83,$44.00,$44.91,$45.83,$46.75,$47.66,$48.58,$49.50,$50.41,$51.33,$52.25,$53.16,$54.08,$54.99,$56.83,$58.66,$60.49,$62.33,$64.16,$93.49,$96.24,$98.99,$101.74,$46.20,$74.79,$109.99,$160.59,$175.98,$159.49
PNY XLR8 32 GB,DDR4-3600,2 x 16GB,10 ns,18,,Black,5.0,1,$546.36,$549.60,$552.83,$556.06,$559.29,$562.53,$565.76,$568.99,$572.23,$575.46,$578.69,$581.92,$484.94,$465.54,$446.14,$426.75,$407.35,$387.95,$368.55,$349.16,$329.76,$310.36,$290.96,$271.56,$236.00,$239.24,$242.47,$245.70,$248.93,$252.17,$255.40,$258.63,$261.87,$265.10,$268.33,$271.56,$278.03,$284.50,$290.96,$297.43,$303.89,$310.36,$316.83,$323.29,$329.76,$336.22,$342.69,$349.15,$339.46,$329.76,$320.06,$310.36,$300.66,$290.96,$281.26,$271.56,$261.87,$252.17,$242.47,$232.77,$226.30,$219.84,$213.37,$206.91,$200.44,$193.97,$187.51,$181.04,$174.58,$168.11,$161.65,$155.18,$158.41,$161.65,$164.88,$168.11,$171.34,$174.58,$177.81,$181.04,$184.28,$187.51,$190.74,$193.97,$200.44,$206.91,$213.37,$219.84,$226.30,$329.76,$339.46,$349.15,$358.85,$162.94,$263.81,$387.95,$566.41,$620.72,$562.53
TEAMGROUP T-Force Delta RGB 32 GB,DDR5-8000,2 x 16GB,9.5 ns,38,$15.63,White,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,249.97","$1,249.97","$1,208.31","$1,166.64","$1,124.98","$1,083.31","$1,041.65",$999.98,$958.31,$916.65,$874.98,$833.32,$791.65,$749.99,$720.82,$691.65,$662.49,$633.32,$604.15,$574.99,$545.82,$516.66,$487.49,$458.32,$429.16,$399.99,$387.49,$374.99,$362.49,$349.99,$337.49,$324.99,$312.49,$299.99,$287.49,$274.99,$262.49,$250.00,$258.33,$266.66,$274.99,$283.33,$291.66,$424.99,$437.49,$449.99,$462.49,$210.00,$339.99,$499.99,$634.99,$594.99,$594.99
TEAMGROUP T-Force Vulcan Eco 32 GB,DDR5-6000,2 x 16GB,10 ns,30,$13.75,Silver,4.5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,099.97","$1,099.97","$1,063.31","$1,026.64",$989.98,$953.31,$916.65,$879.98,$843.31,$806.65,$769.98,$733.32,$696.65,$659.99,$634.32,$608.65,$582.99,$557.32,$531.65,$505.99,$480.32,$454.66,$428.99,$403.32,$377.66,$351.99,$340.99,$329.99,$318.99,$307.99,$296.99,$285.99,$274.99,$263.99,$252.99,$241.99,$230.99,$220.00,$227.33,$234.66,$241.99,$249.33,$256.66,$373.99,$384.99,$395.99,$406.99,$184.80,$299.19,$439.99,$558.79,$523.59,$523.59
Silicon Power XPOWER Gaming 16 GB,DDR4-3200,2 x 8GB,10 ns,16,,Gray,0.0,0,$167.55,$168.54,$169.53,$170.52,$171.52,$172.51,$173.50,$174.49,$175.48,$176.47,$177.46,$178.45,$148.71,$142.76,$136.82,$130.87,$124.92,$118.97,$113.02,$107.07,$101.12,$95.18,$89.23,$83.28,$72.37,$73.36,$74.36,$75.35,$76.34,$77.33,$78.32,$79.31,$80.30,$81.30,$82.29,$83.28,$85.26,$87.24,$89.23,$91.21,$93.19,$95.18,$97.16,$99.14,$101.12,$103.11,$105.09,$107.07,$104.10,$101.12,$98.15,$95.18,$92.20,$89.23,$86.25,$83.28,$80.30,$77.33,$74.36,$71.38,$69.40,$67.42,$65.43,$63.45,$61.47,$59.48,$57.50,$55.52,$53.54,$51.55,$49.57,$47.59,$48.58,$49.57,$50.56,$51.55,$52.55,$53.54,$54.53,$55.52,$56.51,$57.50,$58.49,$59.48,$61.47,$63.45,$65.43,$67.42,$69.40,$101.12,$104.10,$107.07,$110.05,$49.97,$80.90,$118.97,$173.70,$190.35,$172.51
Corsair Dominator Titanium 48 GB,DDR5-7200,2 x 24GB,10 ns,36,$13.65,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,637.47","$1,637.47","$1,582.89","$1,528.31","$1,473.73","$1,419.14","$1,364.56","$1,309.98","$1,255.40","$1,200.82","$1,146.23","$1,091.65","$1,037.07",$982.49,$944.28,$906.07,$867.86,$829.65,$791.45,$753.24,$715.03,$676.82,$638.62,$600.41,$562.20,$523.99,$507.62,$491.24,$474.87,$458.49,$442.12,$425.74,$409.37,$392.99,$376.62,$360.24,$343.87,$327.50,$338.41,$349.33,$360.24,$371.16,$382.08,$556.74,$573.12,$589.49,$605.87,$275.10,$445.39,$654.99,$831.84,$779.44,$779.44
Corsair Dominator Platinum RGB 64 GB,DDR5-6600,2 x 32GB,9.697 ns,32,$14.70,Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$2,352.47","$2,352.47","$2,274.06","$2,195.64","$2,117.23","$2,038.81","$1,960.40","$1,881.98","$1,803.56","$1,725.15","$1,646.73","$1,568.32","$1,489.90","$1,411.49","$1,356.59","$1,301.70","$1,246.81","$1,191.92","$1,137.03","$1,082.14","$1,027.25",$972.36,$917.47,$862.57,$807.68,$752.79,$729.27,$705.74,$682.22,$658.69,$635.17,$611.64,$588.12,$564.59,$541.07,$517.54,$494.02,$470.50,$486.18,$501.86,$517.54,$533.23,$548.91,$799.84,$823.37,$846.89,$870.42,$395.22,$639.87,$940.99,"$1,195.06","$1,119.78","$1,119.78"
Corsair Dominator Platinum RGB 32 GB,DDR5-5600,2 x 16GB,12.857 ns,36,$13.81,Gray / Black,5.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,104.97","$1,104.97","$1,068.14","$1,031.31",$994.48,$957.64,$920.81,$883.98,$847.15,$810.32,$773.48,$736.65,$699.82,$662.99,$637.20,$611.42,$585.64,$559.85,$534.07,$508.29,$482.51,$456.72,$430.94,$405.16,$379.37,$353.59,$342.54,$331.49,$320.44,$309.39,$298.34,$287.29,$276.24,$265.19,$254.14,$243.09,$232.04,$221.00,$228.36,$235.73,$243.09,$250.46,$257.83,$375.69,$386.74,$397.79,$408.84,$185.64,$300.55,$441.99,$561.33,$525.97,$525.97
Kingston FURY Renegade 96 GB,DDR5-6400,2 x 48GB,10 ns,32,,Silver / Black,0.0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,899.97","$1,899.97","$1,836.64","$1,773.31","$1,709.98","$1,646.64","$1,583.31","$1,519.98","$1,456.65","$1,393.32","$1,329.98","$1,266.65","$1,203.32","$1,139.99","$1,095.65","$1,051.32","$1,006.99",$962.65,$918.32,$873.99,$829.66,$785.32,$740.99,$696.66,$652.32,$607.99,$588.99,$569.99,$550.99,$531.99,$512.99,$493.99,$474.99,$455.99,$436.99,$417.99,$398.99,$380.00,$392.66,$405.33,$417.99,$430.66,$443.33,$645.99,$664.99,$683.99,$702.99,$319.20,$516.79,$759.99,$965.19,$904.39,$904.39
Corsair Dominator Platinum RGB 32 GB,DDR5-5200,2 x 16GB,15.385 ns,40,$13.31,White,4.0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,064.97","$1,064.97","$1,029.48",$993.98,$958.48,$922.98,$887.48,$851.98,$816.48,$780.98,$745.48,$709.98,$674.48,$638.99,$614.14,$589.29,$564.44,$539.59,$514.74,$489.89,$465.04,$440.19,$415.34,$390.49,$365.64,$340.79,$330.14,$319.49,$308.84,$298.19,$287.54,$276.89,$266.24,$255.59,$244.94,$234.29,$223.64,$213.00,$220.09,$227.19,$234.29,$241.39,$248.49,$362.09,$372.74,$383.39,$394.04,$178.92,$289.67,$425.99,$541.01,$506.93,$506.93
